sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,deferred_stock_update,use_config_deferred_stock_update,related_skus,crosssell_skus,upsell_skus,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,associated_skus
883049266497,,Default,simple,Default Category,base,KitchenAid 7-Quart Pro Line Stand Mixer - Candy Apple Red,KitchenAid 7-Quart Pro Line Stand Mixer - Candy Apple Red,,35,2,Taxable Goods,"Catalog, Search",549.99,,,,KitchenAid-7-Quart-Pro-Line-Stand-Mixer-Candy-Apple-Red,KitchenAid 7-Quart Pro Line Stand Mixer - Candy Apple Red,KitchenAid 7-Quart Pro Line Stand Mixer - Candy Apple Red,KitchenAid 7-Quart Pro Line Stand Mixer - Candy Apple Red,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
883049285870,,Default,simple,Default Category,base,Artisan 5 Quart Capacity Glass Bowl Mixer - Blueberry,Artisan 5 Quart Capacity Glass Bowl Mixer - Blueberry,,15,2,Taxable Goods,"Catalog, Search",399,,,,Artisan-5-Quart-Capacity-Glass-Bowl-Mixer-Blueberry,Artisan 5 Quart Capacity Glass Bowl Mixer - Blueberry,Artisan 5 Quart Capacity Glass Bowl Mixer - Blueberry,Artisan 5 Quart Capacity Glass Bowl Mixer - Blueberry,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
883049285894,,Default,simple,Default Category,base,Artisan 5 Quart Capacity Glass Bowl Mixer - Plumberry,Artisan 5 Quart Capacity Glass Bowl Mixer - Plumberry,,15,2,Taxable Goods,"Catalog, Search",399,,,,Artisan-5-Quart-Capacity-Glass-Bowl-Mixer-Plumberry,Artisan 5 Quart Capacity Glass Bowl Mixer - Plumberry,Artisan 5 Quart Capacity Glass Bowl Mixer - Plumberry,Artisan 5 Quart Capacity Glass Bowl Mixer - Plumberry,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
883049287843,,Default,simple,Default Category,base,Pro Line Food Processor 16 Cup - Candy Apple Red,Pro Line Food Processor 16 Cup - Candy Apple Red,,35,2,Taxable Goods,"Catalog, Search",599,,,,Pro-Line-Food-Processor-16-Cup-Candy-Apple-Red,Pro Line Food Processor 16 Cup - Candy Apple Red,Pro Line Food Processor 16 Cup - Candy Apple Red,Pro Line Food Processor 16 Cup - Candy Apple Red,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
883049288932,,Default,simple,Default Category,base,KA SILVER MIX COVER KSM150/2/5,KA SILVER MIX COVER KSM150/2/5,,1,2,Taxable Goods,"Catalog, Search",39,,,,KA-SILVER-MIX-COVER-KSM150/2/5,KA SILVER MIX COVER KSM150/2/5,KA SILVER MIX COVER KSM150/2/5,KA SILVER MIX COVER KSM150/2/5,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
883049293301,,Default,simple,Default Category,base,ARTISAN 5QT TILT MIXER WHITE,ARTISAN 5QT TILT MIXER WHITE,,1,2,Taxable Goods,"Catalog, Search",399,,,,ARTISAN-5QT-TILT-MIXER-WHITE-1,ARTISAN 5QT TILT MIXER WHITE,ARTISAN 5QT TILT MIXER WHITE,ARTISAN 5QT TILT MIXER WHITE,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
883049299631,,Default,simple,Default Category,base,"PRO NONSTICK 9"" PIE PAN","PRO NONSTICK 9"" PIE PAN",,1,2,Taxable Goods,"Catalog, Search",16.99,,,,PRO-NONSTICK-9-PIE-PAN,"PRO NONSTICK 9"" PIE PAN","PRO NONSTICK 9"" PIE PAN","PRO NONSTICK 9"" PIE PAN",2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
883049299679,,Default,simple,Default Category,base,"PRO NONSTICK 9""X2"" ROUND PAN","PRO NONSTICK 9""X2"" ROUND PAN",,1,2,Taxable Goods,"Catalog, Search",18.99,,,,PRO-NONSTICK-9X2-ROUND-PAN,"PRO NONSTICK 9""X2"" ROUND PAN","PRO NONSTICK 9""X2"" ROUND PAN","PRO NONSTICK 9""X2"" ROUND PAN",2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
883049299846,,Default,simple,Default Category,base,KitchenAid 6 Quart Professional 6500 Stand Mixer- Glass Bowl - Frosted Pearl,KitchenAid 6 Quart Professional 6500 Stand Mixer- Glass Bowl - Frosted Pearl,,20,2,Taxable Goods,"Catalog, Search",549.99,,,,KitchenAid-6-Quart-Professional-6500-Stand-Mixer-Glass-Bowl-Frosted-Pearl,KitchenAid 6 Quart Professional 6500 Stand Mixer- Glass Bowl - Frosted Pearl,KitchenAid 6 Quart Professional 6500 Stand Mixer- Glass Bowl - Frosted Pearl,KitchenAid 6 Quart Professional 6500 Stand Mixer- Glass Bowl - Frosted Pearl,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
883049301372,,Default,simple,Default Category,base,"PRO NONSTICK 9""X9""X2"" SQ PAN","PRO NONSTICK 9""X9""X2"" SQ PAN",,1,2,Taxable Goods,"Catalog, Search",21.99,,,,PRO-NONSTICK-9X9X2-SQ-PAN,"PRO NONSTICK 9""X9""X2"" SQ PAN","PRO NONSTICK 9""X9""X2"" SQ PAN","PRO NONSTICK 9""X9""X2"" SQ PAN",2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
883049302140,,Default,simple,Default Category,base,KitchenAid 11 Cup Food Processor with Exact Slice - Empire Red,KitchenAid 11 Cup Food Processor with Exact Slice - Empire Red,,10,2,Taxable Goods,"Catalog, Search",199.99,,,,KitchenAid-11-Cup-Food-Processor-with-Exact-Slice-Empire-Red,KitchenAid 11 Cup Food Processor with Exact Slice - Empire Red,KitchenAid 11 Cup Food Processor with Exact Slice - Empire Red,KitchenAid 11 Cup Food Processor with Exact Slice - Empire Red,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
883049330747,,Default,simple,Default Category,base,KitchenAid Food Processor Stand Mixer Dicing Kit,KitchenAid Food Processor Stand Mixer Dicing Kit,,5,2,Taxable Goods,"Catalog, Search",69.99,,,,KitchenAid-Food-Processor-Stand-Mixer-Dicing-Kit,KitchenAid Food Processor Stand Mixer Dicing Kit,KitchenAid Food Processor Stand Mixer Dicing Kit,KitchenAid Food Processor Stand Mixer Dicing Kit,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
883049341187,,Default,simple,Default Category,base,6 Quart Stand Mixer: Design Series Glass Bowl - Onyx Black,6 Quart Stand Mixer: Design Series Glass Bowl - Onyx Black,,16,2,Taxable Goods,"Catalog, Search",499,,,,6-Quart-Stand-Mixer:-Design-Series-Glass-Bowl-Onyx-Black,6 Quart Stand Mixer: Design Series Glass Bowl - Onyx Black,6 Quart Stand Mixer: Design Series Glass Bowl - Onyx Black,6 Quart Stand Mixer: Design Series Glass Bowl - Onyx Black,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
883049341477,,Default,simple,Default Category,base,6Qt Glass Bowl Kit for Bowl-Lift Stand Mixers,6Qt Glass Bowl Kit for Bowl-Lift Stand Mixers,,5,2,Taxable Goods,"Catalog, Search",129.99,,,,6Qt-Glass-Bowl-Kit-for-Bowl-Lift-Stand-Mixers,6Qt Glass Bowl Kit for Bowl-Lift Stand Mixers,6Qt Glass Bowl Kit for Bowl-Lift Stand Mixers,6Qt Glass Bowl Kit for Bowl-Lift Stand Mixers,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
883049343303,,Default,simple,Default Category,base,14 CUP FOOD PROCESSOR WHITE,14 CUP FOOD PROCESSOR WHITE,,0,2,Taxable Goods,"Catalog, Search",349,,,,14-CUP-FOOD-PROCESSOR-WHITE,14 CUP FOOD PROCESSOR WHITE,14 CUP FOOD PROCESSOR WHITE,14 CUP FOOD PROCESSOR WHITE,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
883049343495,,Default,simple,Default Category,base,ARTISAN 5QT TILT MIXER LAVENDR,ARTISAN 5QT TILT MIXER LAVENDR,,1,2,Taxable Goods,"Catalog, Search",349,,,,ARTISAN-5QT-TILT-MIXER-LAVENDR,ARTISAN 5QT TILT MIXER LAVENDR,ARTISAN 5QT TILT MIXER LAVENDR,ARTISAN 5QT TILT MIXER LAVENDR,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
883049343501,,Default,simple,Default Category,base,6 Quart Stand Mixer: Design Series Glass Bowl - Sugar Pearl Silver,6 Quart Stand Mixer: Design Series Glass Bowl - Sugar Pearl Silver,,16,2,Taxable Goods,"Catalog, Search",499,,,,6-Quart-Stand-Mixer:-Design-Series-Glass-Bowl-Sugar-Pearl-Silver,6 Quart Stand Mixer: Design Series Glass Bowl - Sugar Pearl Silver,6 Quart Stand Mixer: Design Series Glass Bowl - Sugar Pearl Silver,6 Quart Stand Mixer: Design Series Glass Bowl - Sugar Pearl Silver,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
883049355153,,Default,simple,Default Category,base,ARTISAN 5QT TILT MIXER BORDEA,ARTISAN 5QT TILT MIXER BORDEA,,1,2,Taxable Goods,"Catalog, Search",349,,,,ARTISAN-5QT-TILT-MIXER-BORDEA,ARTISAN 5QT TILT MIXER BORDEA,ARTISAN 5QT TILT MIXER BORDEA,ARTISAN 5QT TILT MIXER BORDEA,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
883049369303,,Default,simple,Default Category,base,Artisan 5 Quart Capacity Glass Bowl Mixer - Champagne Gold,Artisan 5 Quart Capacity Glass Bowl Mixer - Champagne Gold,,15,2,Taxable Goods,"Catalog, Search",399,,,,Artisan-5-Quart-Capacity-Glass-Bowl-Mixer-Champagne-Gold,Artisan 5 Quart Capacity Glass Bowl Mixer - Champagne Gold,Artisan 5 Quart Capacity Glass Bowl Mixer - Champagne Gold,Artisan 5 Quart Capacity Glass Bowl Mixer - Champagne Gold,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
883049383842,,Default,simple,Default Category,base,Sparkling Beverage Maker,Sparkling Beverage Maker,,1,2,Taxable Goods,"Catalog, Search",249.99,,,,Sparkling-Beverage-Maker,Sparkling Beverage Maker,Sparkling Beverage Maker,Sparkling Beverage Maker,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
898157000420,,Default,simple,Default Category,base,Zeal Silicone Oven Glove Large Gingham,Zeal Silicone Oven Glove Large Gingham,,1,2,Taxable Goods,"Catalog, Search",18.99,,,,Zeal-Silicone-Oven-Glove-Large-Gingham,Zeal Silicone Oven Glove Large Gingham,Zeal Silicone Oven Glove Large Gingham,Zeal Silicone Oven Glove Large Gingham,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
JURAE8,,Default,simple,Default Category,base,Jura E8 Fully Automatic Espresso & Coffee Machine,Jura E8 Fully Automatic Espresso & Coffee Machine,,25,2,Taxable Goods,"Catalog, Search",2700,,,,Jura-E8-Fully-Automatic-Espresso-Coffee-Machine,Jura E8 Fully Automatic Espresso & Coffee Machine,Jura E8 Fully Automatic Espresso & Coffee Machine,Jura E8 Fully Automatic Espresso & Coffee Machine,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
JURAE8CHROME,,Default,simple,Default Category,base,Jura E8 Fully Automatic Espresso & Coffee Machine - Chrome,Jura E8 Fully Automatic Espresso & Coffee Machine - Chrome,,25,2,Taxable Goods,"Catalog, Search",2800,,,,Jura-E8-Fully-Automatic-Espresso-Coffee-Machine-Chrome,Jura E8 Fully Automatic Espresso & Coffee Machine - Chrome,Jura E8 Fully Automatic Espresso & Coffee Machine - Chrome,Jura E8 Fully Automatic Espresso & Coffee Machine - Chrome,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
SSP14105,,Default,simple,Default Category,base,Le Creuset 5-Piece Stainless Steel Cookware Set,Le Creuset 5-Piece Stainless Steel Cookware Set,,15,2,Taxable Goods,"Catalog, Search",0,,,,Le-Creuset-5-Piece-Stainless-Steel-Cookware-Set,Le Creuset 5-Piece Stainless Steel Cookware Set,Le Creuset 5-Piece Stainless Steel Cookware Set,Le Creuset 5-Piece Stainless Steel Cookware Set,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
