sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,deferred_stock_update,use_config_deferred_stock_update,related_skus,crosssell_skus,upsell_skus,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,associated_skus
100007879,,Default,simple,Default Category,base,Learn How To Cook Seafood Class,Learn How To Cook Seafood Class,,1,2,Taxable Goods,"Catalog, Search",70,,,,Learn-How-To-Cook-Seafood-Class,Learn How To Cook Seafood Class,Learn How To Cook Seafood Class,Learn How To Cook Seafood Class,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
108764,,Default,simple,Default Category,base,DOUBLE-BLADE MEZZALUNA 6 inch,DOUBLE-BLADE MEZZALUNA 6 inch,,1,2,Taxable Goods,"Catalog, Search",49.99,,,,DOUBLE-BLADE-MEZZALUNA-6-inch,DOUBLE-BLADE MEZZALUNA 6 inch,DOUBLE-BLADE MEZZALUNA 6 inch,DOUBLE-BLADE MEZZALUNA 6 inch,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
11172013064,,Default,simple,Default Category,base,Swedish Rosettes & Timbales Set,Swedish Rosettes & Timbales Set,,3,2,Taxable Goods,"Catalog, Search",34,,,,Swedish-Rosettes-Timbales-Set,Swedish Rosettes & Timbales Set,Swedish Rosettes & Timbales Set,Swedish Rosettes & Timbales Set,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
11644000677,,Default,simple,Default Category,base,All-Clad Professional Stainless Steel Slotted Spoon,All-Clad Professional Stainless Steel Slotted Spoon,,1,2,Taxable Goods,"Catalog, Search",23.99,,,,All-Clad-Professional-Stainless-Steel-Slotted-Spoon,All-Clad Professional Stainless Steel Slotted Spoon,All-Clad Professional Stainless Steel Slotted Spoon,All-Clad Professional Stainless Steel Slotted Spoon,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
11644000684,,Default,simple,Default Category,base,All Clad Professional Tools Solid Spoon,All Clad Professional Tools Solid Spoon,,1,2,Taxable Goods,"Catalog, Search",23.99,,,,All-Clad-Professional-Tools-Solid-Spoon,All Clad Professional Tools Solid Spoon,All Clad Professional Tools Solid Spoon,All Clad Professional Tools Solid Spoon,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
11644000691,,Default,simple,Default Category,base,All Clad Professional Tools Fork,All Clad Professional Tools Fork,,1,2,Taxable Goods,"Catalog, Search",23.99,,,,All-Clad-Professional-Tools-Fork,All Clad Professional Tools Fork,All Clad Professional Tools Fork,All Clad Professional Tools Fork,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
11644000707,,Default,simple,Default Category,base,All Clad Professional Tools Ladle,All Clad Professional Tools Ladle,,1,2,Taxable Goods,"Catalog, Search",23.99,,,,All-Clad-Professional-Tools-Ladle,All Clad Professional Tools Ladle,All Clad Professional Tools Ladle,All Clad Professional Tools Ladle,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
11644000714,,Default,simple,Default Category,base,All Clad Professional Tools Pasta Ladle,All Clad Professional Tools Pasta Ladle,,1,2,Taxable Goods,"Catalog, Search",23.99,,,,All-Clad-Professional-Tools-Pasta-Ladle,All Clad Professional Tools Pasta Ladle,All Clad Professional Tools Pasta Ladle,All Clad Professional Tools Pasta Ladle,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
11644000721,,Default,simple,Default Category,base,All Clad Professional Tools Small Turner,All Clad Professional Tools Small Turner,,1,2,Taxable Goods,"Catalog, Search",23.99,,,,All-Clad-Professional-Tools-Small-Turner,All Clad Professional Tools Small Turner,All Clad Professional Tools Small Turner,All Clad Professional Tools Small Turner,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
11644000738,,Default,simple,Default Category,base,All Clad Professional Tools Large Slotted Turner,All Clad Professional Tools Large Slotted Turner,,1,2,Taxable Goods,"Catalog, Search",23.99,,,,All-Clad-Professional-Tools-Large-Slotted-Turner,All Clad Professional Tools Large Slotted Turner,All Clad Professional Tools Large Slotted Turner,All Clad Professional Tools Large Slotted Turner,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
11644000745,,Default,simple,Default Category,base,All Clad Professional Tools Skimmer,All Clad Professional Tools Skimmer,,1,2,Taxable Goods,"Catalog, Search",23.99,,,,All-Clad-Professional-Tools-Skimmer,All Clad Professional Tools Skimmer,All Clad Professional Tools Skimmer,All Clad Professional Tools Skimmer,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
11644001025,,Default,simple,Default Category,base,"All Clad Professional Tools Locking Tongs 12""","All Clad Professional Tools Locking Tongs 12""",,1,2,Taxable Goods,"Catalog, Search",25.99,,,,All-Clad-Professional-Tools-Locking-Tongs-12,"All Clad Professional Tools Locking Tongs 12""","All Clad Professional Tools Locking Tongs 12""","All Clad Professional Tools Locking Tongs 12""",2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
11644001032,,Default,simple,Default Category,base,All Clad Professional Tools Large Soup Ladle,All Clad Professional Tools Large Soup Ladle,,1,2,Taxable Goods,"Catalog, Search",23.99,,,,All-Clad-Professional-Tools-Large-Soup-Ladle,All Clad Professional Tools Large Soup Ladle,All Clad Professional Tools Large Soup Ladle,All Clad Professional Tools Large Soup Ladle,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
11644001971,,Default,simple,Default Category,base,All Clad Professional Tools Pizza Cutter,All Clad Professional Tools Pizza Cutter,,1,2,Taxable Goods,"Catalog, Search",23.99,,,,All-Clad-Professional-Tools-Pizza-Cutter,All Clad Professional Tools Pizza Cutter,All Clad Professional Tools Pizza Cutter,All Clad Professional Tools Pizza Cutter,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
11644002039,,Default,simple,Default Category,base,"AC PRO. TOOLS WHISK 12"" (NR)","AC PRO. TOOLS WHISK 12"" (NR)",,1,2,Taxable Goods,"Catalog, Search",23.99,,,,AC-PRO.-TOOLS-WHISK-12-(NR),"AC PRO. TOOLS WHISK 12"" (NR)","AC PRO. TOOLS WHISK 12"" (NR)","AC PRO. TOOLS WHISK 12"" (NR)",2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
11644002046,,Default,simple,Default Category,base,All Clad Professional Tools Whisk Large,All Clad Professional Tools Whisk Large,,1,2,Taxable Goods,"Catalog, Search",25.99,,,,All-Clad-Professional-Tools-Whisk-Large,All Clad Professional Tools Whisk Large,All Clad Professional Tools Whisk Large,All Clad Professional Tools Whisk Large,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
11644004545,,Default,simple,Default Category,base,All Clad Professional Tools Flexible Solid Tuner,All Clad Professional Tools Flexible Solid Tuner,,1,2,Taxable Goods,"Catalog, Search",23.99,,,,All-Clad-Professional-Tools-Flexible-Solid-Tuner,All Clad Professional Tools Flexible Solid Tuner,All Clad Professional Tools Flexible Solid Tuner,All Clad Professional Tools Flexible Solid Tuner,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
11644007928,,Default,simple,Default Category,base,All Clad Professional Tools Flexible Slotted Turner,All Clad Professional Tools Flexible Slotted Turner,,1,2,Taxable Goods,"Catalog, Search",23.99,,,,All-Clad-Professional-Tools-Flexible-Slotted-Turner,All Clad Professional Tools Flexible Slotted Turner,All Clad Professional Tools Flexible Slotted Turner,All Clad Professional Tools Flexible Slotted Turner,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
11644010317,,Default,simple,Default Category,base,All Clad Professional Tools Cook Serve Spoon,All Clad Professional Tools Cook Serve Spoon,,1,2,Taxable Goods,"Catalog, Search",19.99,,,,All-Clad-Professional-Tools-Cook-Serve-Spoon,All Clad Professional Tools Cook Serve Spoon,All Clad Professional Tools Cook Serve Spoon,All Clad Professional Tools Cook Serve Spoon,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
11644010362,,Default,simple,Default Category,base,All Clad Professional Tools Pie Server,All Clad Professional Tools Pie Server,,1,2,Taxable Goods,"Catalog, Search",23.99,,,,All-Clad-Professional-Tools-Pie-Server,All Clad Professional Tools Pie Server,All Clad Professional Tools Pie Server,All Clad Professional Tools Pie Server,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
1662969010010,,Default,simple,Default Category,base,John Boos 18-by-12-Inch Reversible Maple Cutting Board,John Boos 18-by-12-Inch Reversible Maple Cutting Board,,11,2,Taxable Goods,"Catalog, Search",69.95,,,,John-Boos-18-by-12-Inch-Reversible-Maple-Cutting-Board,John Boos 18-by-12-Inch Reversible Maple Cutting Board,John Boos 18-by-12-Inch Reversible Maple Cutting Board,John Boos 18-by-12-Inch Reversible Maple Cutting Board,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
1662969569884,,Default,simple,Default Category,base,"Prestige Maple Wood Edge Grain Reversible Cutting Board 20x15x1.25""","Prestige Maple Wood Edge Grain Reversible Cutting Board 20x15x1.25""",,13,2,Taxable Goods,"Catalog, Search",69.99,,,,Prestige-Maple-Wood-Edge-Grain-Reversible-Cutting-Board-20x15x1.25,"Prestige Maple Wood Edge Grain Reversible Cutting Board 20x15x1.25""","Prestige Maple Wood Edge Grain Reversible Cutting Board 20x15x1.25""","Prestige Maple Wood Edge Grain Reversible Cutting Board 20x15x1.25""",2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
19578152585,,Default,simple,Default Category,base,AMCO Mezzaluna,AMCO Mezzaluna,,1,2,Taxable Goods,"Catalog, Search",10.99,,,,AMCO-Mezzaluna,AMCO Mezzaluna,AMCO Mezzaluna,AMCO Mezzaluna,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
269250,,Default,simple,Default Category,base,San Moritz Elite Stiff Boning Knife 5in,San Moritz Elite Stiff Boning Knife 5in,,1,2,Taxable Goods,"Catalog, Search",41.99,,,,San-Moritz-Elite-Stiff-Boning-Knife-5in,San Moritz Elite Stiff Boning Knife 5in,San Moritz Elite Stiff Boning Knife 5in,San Moritz Elite Stiff Boning Knife 5in,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
28901058982,,Default,simple,Default Category,base,Norpro Stainless Steel Baster Set,Norpro Stainless Steel Baster Set,,1,2,Taxable Goods,"Catalog, Search",11.99,,,,Norpro-Stainless-Steel-Baster-Set,Norpro Stainless Steel Baster Set,Norpro Stainless Steel Baster Set,Norpro Stainless Steel Baster Set,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
28901904500,,Default,simple,Default Category,base,Grip-Ez 4-In-1 Opener,Grip-Ez 4-In-1 Opener,,0.1,2,Taxable Goods,"Catalog, Search",2.99,,,,Grip-Ez-4-In-1-Opener,Grip-Ez 4-In-1 Opener,Grip-Ez 4-In-1 Opener,Grip-Ez 4-In-1 Opener,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
35835,,Default,simple,Default Category,base,LARGE CANDLE 19.4oz AUSTRALIAN OUTBACK,LARGE CANDLE 19.4oz AUSTRALIAN OUTBACK,,1,2,Taxable Goods,"Catalog, Search",37.99,,,,LARGE-CANDLE-19.4oz-AUSTRALIAN-OUTBACK,LARGE CANDLE 19.4oz AUSTRALIAN OUTBACK,LARGE CANDLE 19.4oz AUSTRALIAN OUTBACK,LARGE CANDLE 19.4oz AUSTRALIAN OUTBACK,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
35842,,Default,simple,Default Category,base,LARGE CANDLE 19.4oz CHAMPAGNE & STRAWBERRY,LARGE CANDLE 19.4oz CHAMPAGNE & STRAWBERRY,,1,2,Taxable Goods,"Catalog, Search",37.99,,,,LARGE-CANDLE-19.4oz-CHAMPAGNE-STRAWBERRY,LARGE CANDLE 19.4oz CHAMPAGNE & STRAWBERRY,LARGE CANDLE 19.4oz CHAMPAGNE & STRAWBERRY,LARGE CANDLE 19.4oz CHAMPAGNE & STRAWBERRY,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
35859,,Default,simple,Default Category,base,LARGE CANDLE 19.4oz COCONUT & LIME,LARGE CANDLE 19.4oz COCONUT & LIME,,1,2,Taxable Goods,"Catalog, Search",37.99,,,,LARGE-CANDLE-19.4oz-COCONUT-LIME,LARGE CANDLE 19.4oz COCONUT & LIME,LARGE CANDLE 19.4oz COCONUT & LIME,LARGE CANDLE 19.4oz COCONUT & LIME,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
35866,,Default,simple,Default Category,base,LARGE CANDLE 19.4oz EXOTIC MANGO & HONEY,LARGE CANDLE 19.4oz EXOTIC MANGO & HONEY,,1,2,Taxable Goods,"Catalog, Search",37.99,,,,LARGE-CANDLE-19.4oz-EXOTIC-MANGO-HONEY,LARGE CANDLE 19.4oz EXOTIC MANGO & HONEY,LARGE CANDLE 19.4oz EXOTIC MANGO & HONEY,LARGE CANDLE 19.4oz EXOTIC MANGO & HONEY,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
35873,,Default,simple,Default Category,base,LARGE CANDLE 19.4oz FIG & CASSIS,LARGE CANDLE 19.4oz FIG & CASSIS,,1,2,Taxable Goods,"Catalog, Search",37.99,,,,LARGE-CANDLE-19.4oz-FIG-CASSIS,LARGE CANDLE 19.4oz FIG & CASSIS,LARGE CANDLE 19.4oz FIG & CASSIS,LARGE CANDLE 19.4oz FIG & CASSIS,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
35880,,Default,simple,Default Category,base,LARGE CANDLE 19.4oz FRENCH PEAR,LARGE CANDLE 19.4oz FRENCH PEAR,,1,2,Taxable Goods,"Catalog, Search",37.99,,,,LARGE-CANDLE-19.4oz-FRENCH-PEAR,LARGE CANDLE 19.4oz FRENCH PEAR,LARGE CANDLE 19.4oz FRENCH PEAR,LARGE CANDLE 19.4oz FRENCH PEAR,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
35897,,Default,simple,Default Category,base,LARGE CANDLE 19.4oz LEMONGRASS & GINGER,LARGE CANDLE 19.4oz LEMONGRASS & GINGER,,1,2,Taxable Goods,"Catalog, Search",37.99,,,,LARGE-CANDLE-19.4oz-LEMONGRASS-GINGER,LARGE CANDLE 19.4oz LEMONGRASS & GINGER,LARGE CANDLE 19.4oz LEMONGRASS & GINGER,LARGE CANDLE 19.4oz LEMONGRASS & GINGER,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
35903,,Default,simple,Default Category,base,"LARGE CANDLE 19.4oz LIME, BASIL & MANDARIN","LARGE CANDLE 19.4oz LIME, BASIL & MANDARIN",,1,2,Taxable Goods,"Catalog, Search",37.99,,,,"LARGE-CANDLE-19.4oz-LIME,-BASIL-MANDARIN","LARGE CANDLE 19.4oz LIME, BASIL & MANDARIN","LARGE CANDLE 19.4oz LIME, BASIL & MANDARIN","LARGE CANDLE 19.4oz LIME, BASIL & MANDARIN",2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
35910,,Default,simple,Default Category,base,LARGE CANDLE 19.4oz LYCHEE & PEONY,LARGE CANDLE 19.4oz LYCHEE & PEONY,,1,2,Taxable Goods,"Catalog, Search",37.99,,,,LARGE-CANDLE-19.4oz-LYCHEE-PEONY,LARGE CANDLE 19.4oz LYCHEE & PEONY,LARGE CANDLE 19.4oz LYCHEE & PEONY,LARGE CANDLE 19.4oz LYCHEE & PEONY,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
35927,,Default,simple,Default Category,base,LARGE CANDLE 19.4oz NECTARINE & MINT,LARGE CANDLE 19.4oz NECTARINE & MINT,,1,2,Taxable Goods,"Catalog, Search",37.99,,,,LARGE-CANDLE-19.4oz-NECTARINE-MINT,LARGE CANDLE 19.4oz NECTARINE & MINT,LARGE CANDLE 19.4oz NECTARINE & MINT,LARGE CANDLE 19.4oz NECTARINE & MINT,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
35934,,Default,simple,Default Category,base,LARGE CANDLE 19.4oz SALTED CARAMEL,LARGE CANDLE 19.4oz SALTED CARAMEL,,1,2,Taxable Goods,"Catalog, Search",37.99,,,,LARGE-CANDLE-19.4oz-SALTED-CARAMEL,LARGE CANDLE 19.4oz SALTED CARAMEL,LARGE CANDLE 19.4oz SALTED CARAMEL,LARGE CANDLE 19.4oz SALTED CARAMEL,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
35941,,Default,simple,Default Category,base,LARGE CANDLE 19.4oz SWEET PEA & VANILLA,LARGE CANDLE 19.4oz SWEET PEA & VANILLA,,1,2,Taxable Goods,"Catalog, Search",37.99,,,,LARGE-CANDLE-19.4oz-SWEET-PEA-VANILLA,LARGE CANDLE 19.4oz SWEET PEA & VANILLA,LARGE CANDLE 19.4oz SWEET PEA & VANILLA,LARGE CANDLE 19.4oz SWEET PEA & VANILLA,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
35958,,Default,simple,Default Category,base,LARGE CANDLE 19.4oz TIGERLILLY,LARGE CANDLE 19.4oz TIGERLILLY,,1,2,Taxable Goods,"Catalog, Search",37.99,,,,LARGE-CANDLE-19.4oz-TIGERLILLY,LARGE CANDLE 19.4oz TIGERLILLY,LARGE CANDLE 19.4oz TIGERLILLY,LARGE CANDLE 19.4oz TIGERLILLY,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
35965,,Default,simple,Default Category,base,MEDIUM CANDLE 9.7oz AUSTRALIAN OUTBACK,MEDIUM CANDLE 9.7oz AUSTRALIAN OUTBACK,,1,2,Taxable Goods,"Catalog, Search",27.99,,,,MEDIUM-CANDLE-9.7oz-AUSTRALIAN-OUTBACK,MEDIUM CANDLE 9.7oz AUSTRALIAN OUTBACK,MEDIUM CANDLE 9.7oz AUSTRALIAN OUTBACK,MEDIUM CANDLE 9.7oz AUSTRALIAN OUTBACK,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
35972,,Default,simple,Default Category,base,MEDIUM CANDLE 9.7oz CHAMPAGNE & STRAWBERRY,MEDIUM CANDLE 9.7oz CHAMPAGNE & STRAWBERRY,,1,2,Taxable Goods,"Catalog, Search",27.99,,,,MEDIUM-CANDLE-9.7oz-CHAMPAGNE-STRAWBERRY,MEDIUM CANDLE 9.7oz CHAMPAGNE & STRAWBERRY,MEDIUM CANDLE 9.7oz CHAMPAGNE & STRAWBERRY,MEDIUM CANDLE 9.7oz CHAMPAGNE & STRAWBERRY,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
35989,,Default,simple,Default Category,base,MEDIUM CANDLE 9.7oz COCONUT & LIME,MEDIUM CANDLE 9.7oz COCONUT & LIME,,1,2,Taxable Goods,"Catalog, Search",27.99,,,,MEDIUM-CANDLE-9.7oz-COCONUT-LIME,MEDIUM CANDLE 9.7oz COCONUT & LIME,MEDIUM CANDLE 9.7oz COCONUT & LIME,MEDIUM CANDLE 9.7oz COCONUT & LIME,2021-12-08,2021-12-08,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
